# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
rfc6749#4.2.2#58044098	MUST NOT	Values for the "error" parameter MUST NOT include characters outside the set %x20-21 / %x23-5B / %x5D-7E.
rfc6749#4.2.2#6ee579ff	MUST NOT	If the request fails due to a missing, invalid, or mismatching redirection URI, or if the client identifier is missing or invalid, the authorization server SHOU
rfc6749#4.2.2#88b2d85a	MUST	scope OPTIONAL, if identical to the scope requested by the client; otherwise, REQUIRED.
rfc6749#4.2.2#9c0301d3	MUST NOT	Values for the "error_description" parameter MUST NOT include characters outside the set %x20-21 / %x23-5B / %x5D-7E.
rfc6749#4.2.2#ad1899b8	MUST	Values for the "error_uri" parameter MUST conform to the URI-reference syntax and thus MUST NOT include characters outside the set %x21 / %x23-5B / %x5D-7E.
rfc6749#4.2.2#af0f183c	MUST NOT	The authorization server MUST NOT issue a refresh token.
rfc6749#4.2.2#c10dbb75	MUST	state REQUIRED if a "state" parameter was present in the client authorization request.
rfc6749#4.2.2#f1d70d7e	SHOULD	The authorization server SHOULD document the size of any value it issues.
rfc6749#4.2.2#ff4d84b7	MUST	state REQUIRED if the "state" parameter was present in the client authorization request.
rfc6749#4.3.1#291926c6	MUST	The client MUST discard the credentials once an access token has been obtained.
rfc6749#4.3.2#379e060f	MUST	The authorization server MUST: o require client authentication for confidential clients or for any client that was issued client credentials (or with other auth
rfc6749#4.3.2#3ff2985b	MUST	The authorization server MUST: o validate the resource owner password credentials using its existing password validation algorithm.
rfc6749#4.3.2#5b825aba	MUST	The authorization server MUST:
rfc6749#4.3.2#5cd197d7	MUST	If the client type is confidential or the client was issued client credentials (or assigned other authentication requirements), the client MUST authenticate wit
rfc6749#4.3.2#6a88d3ab	MUST	Since this access token request utilizes the resource owner's password, the authorization server MUST protect the endpoint against brute force attacks (e.g., us
rfc6749#4.3.2#b2eb5d45	MUST	Value MUST be set to "password".
rfc6749#4.3.2#c44af34a	MUST	The authorization server MUST: o authenticate the client if client authentication is included, and
rfc6749#4.4.3#b7f85d9d	SHOULD NOT	If the access token request is valid and authorized, the authorization server issues an access token as described in Section 5.1. A refresh token SHOULD NOT be 
rfc6749#6#019ee69c	MUST NOT	The requested scope MUST NOT include any scope not originally granted by the resource owner, and if omitted is treated as equal to the scope originally granted 
rfc6749#6#17ca3994	MUST	Value MUST be set to "refresh_token".
rfc6749#6#379e060f	MUST	The authorization server MUST: o require client authentication for confidential clients or for any client that was issued client credentials (or with other auth
rfc6749#6#5b825aba	MUST	The authorization server MUST:
rfc6749#6#5cd197d7	MUST	If the client type is confidential or the client was issued client credentials (or assigned other authentication requirements), the client MUST authenticate wit
rfc6749#6#7c43e18f	MUST	The authorization server MUST: o authenticate the client if client authentication is included and ensure that the refresh token was issued to the authenticated 
rfc6749#6#934fdbe8	MUST	If a new refresh token is issued, the refresh token scope MUST be identical to that of the refresh token included by the client in the request.
rfc6749#6#a41b6bce	MUST	The authorization server MUST: o validate the refresh token.
rfc6749#6#cab24470	MUST	The authorization server MAY issue a new refresh token, in which case the client MUST discard the old refresh token and replace it with the new refresh token.
rfc6749#7#477423d6	MUST	The resource server MUST validate the access token and ensure that it has not expired and that its scope covers the requested resource.
rfc6749#7.1#4ea512fa	MUST NOT	The client MUST NOT use an access token if it does not understand the token type.
rfc6749#7.2#656835f6	SHOULD	New authentication schemes designed primarily for OAuth token authentication SHOULD define a mechanism for providing an error status code to the client, in whic
rfc6749#7.2#a9aa97fc	SHOULD	If a resource access request fails, the resource server SHOULD inform the client of the error.
rfc6749#7.2#f7da396f	SHOULD	If the error code is returned using a named parameter, the parameter name SHOULD be "error".
rfc6749#8.1#22891275	MUST	All other types MUST be registered.
rfc6749#8.1#8ec9f9ed	SHOULD	Types utilizing a URI name SHOULD be limited to vendor-specific implementations that are not commonly applicable, and are specific to the implementation details
rfc6749#8.1#ad3739b8	MUST	Type names MUST conform to the type-name ABNF.
rfc6749#8.1#f8dc62b9	SHOULD	If the type definition includes a new HTTP authentication scheme, the type name SHOULD be identical to the HTTP authentication scheme name (as defined by [RFC26
rfc6749#8.2#2505a142	SHOULD	Unregistered vendor-specific parameter extensions that are not commonly applicable and that are specific to the implementation details of the authorization serv
rfc6749#8.2#c563bc5d	MUST	Parameter names MUST conform to the param-name ABNF, and parameter values syntax MUST be well-defined (e.g., using ABNF, or a reference to the syntax of an exis
rfc6749#8.3#aef375f6	MUST	If the extension grant type requires additional token endpoint parameters, they MUST be registered in the OAuth Parameters registry as described by Section 11.2
rfc6749#8.4#602806d7	MUST	Response type names MUST conform to the response-type ABNF.
rfc6749#8.5#ba1b895a	SHOULD	For example, an error identifying an invalid value set to the extension parameter "example" SHOULD be named "example_invalid".
rfc6749#8.5#ca6c8cd2	MUST	Error codes MUST conform to the error ABNF and SHOULD be prefixed by an identifying name when possible.
rfc6749#8.5#d21fcbad	MUST	Extension error codes MUST be registered (following the procedures in Section 11.4) if the extension they are used in conjunction with is a registered access to
rfc6749#9#5e4e35cc	SHOULD	o Native applications that use the authorization code grant type SHOULD do so without using client credentials, due to the native application's inability to kee
rfc6750#5.2#1c2a6c53	MUST	The authorization server MUST implement TLS.
rfc6750#5.2#2489bdff	MUST	The token integrity protection MUST be sufficient to prevent the token from being modified.
rfc6750#5.2#3006f8e5	MUST	Furthermore, when presenting the token to a resource server, the client MUST verify the identity of that resource server, as per Section 3.1 of "HTTP Over TLS" 
rfc6750#5.2#3cd42f15	MUST NOT	Therefore, bearer tokens MUST NOT be stored in cookies that can be sent in the clear.
rfc6750#5.2#4161d4a3	MUST	To protect against token disclosure, confidentiality protection MUST be applied using TLS [RFC5246] with a ciphersuite that provides confidentiality and integri
rfc6750#5.2#52e28b5f	MUST	Note that the client MUST validate the TLS certificate chain when making these requests to protected resources.
rfc6750#5.2#5f67d701	MUST	As a further defense against token disclosure, the client MUST validate the TLS certificate chain when making requests to protected resources, including checkin
rfc6750#5.2#633d6712	MUST	For those cases where the client is prevented from observing the contents of the token, token encryption MUST be applied in addition to the usage of TLS protect
rfc6750#5.2#6d9493f6	MUST	Second, confidentiality protection of the exchanges between the client and the authorization server and between the client and the resource server MUST be appli
rfc6750#5.2#74baa44c	SHOULD	Restricting the use of the token to a specific scope is also RECOMMENDED.
rfc6750#5.2#84ed4307	MUST	In such deployments, sufficient measures MUST be employed to ensure confidentiality of the token between the front-end and back-end servers; encryption of the t
rfc6750#5.2#94b38514	MUST	Such references MUST be infeasible for an attacker to guess; using a reference may require an extra interaction between a server and the token issuer to resolve
rfc6750#5.2#c0b6edd5	MUST	To deal with token capture and replay, the following recommendations are made: First, the lifetime of the token MUST be limited; one means of achieving this is 
rfc6750#5.3#2ab16d92	SHOULD	Issue short-lived bearer tokens: Token servers SHOULD issue short-lived (one hour or less) bearer tokens, particularly when issuing tokens to clients that run w
rfc6750#5.3#589d90bb	MUST	Validate TLS certificate chains: The client MUST validate the TLS certificate chain when making requests to protected resources.
rfc6750#5.3#64435173	MUST	Implementations that do store bearer tokens in cookies MUST take precautions against cross-site request forgery.
rfc6750#5.3#78ddb5af	MUST	Safeguard bearer tokens: Client implementations MUST ensure that bearer tokens are not leaked to unintended parties, as they will be able to use them to gain ac
rfc6750#5.3#7a0351d3	SHOULD	Issue scoped bearer tokens: Token servers SHOULD issue bearer tokens that contain an audience restriction, scoping their use to the intended relying party or se
rfc6750#5.3#83ece719	SHOULD	Instead, bearer tokens SHOULD be passed in HTTP message headers or message bodies for which confidentiality measures are taken.
rfc6750#5.3#94b3c200	MUST NOT	Don't store bearer tokens in cookies: Implementations MUST NOT store bearer tokens within cookies that can be sent in the clear (which is the default transmissi
rfc6750#5.3#aceab36d	MUST	Always use TLS (https): Clients MUST always use TLS [RFC5246] (https) or equivalent transport security when making requests with bearer tokens.
rfc6750#5.3#e5b159d9	SHOULD NOT	Don't pass bearer tokens in page URLs: Bearer tokens SHOULD NOT be passed in page URLs (for example, as query string parameters).
rfc6797#12.5#4d9f5152	MUST	If a user agent does not implement IDNA2008, the user agent MUST implement IDNA2003.
rfc6797#12.5#c3d414ab	SHOULD	In order to facilitate their IDNA transition, user agents SHOULD implement IDNA2008 [RFC5890] and MAY implement [RFC5895] (see also Section 7 of [RFC5894]) or [
rfc6797#6.1#3d41e45f	MUST	All directives MUST appear only once in an STS header field.
rfc6797#6.1#47df6371	MUST	4. UAs MUST ignore any STS header field containing directives, or other header field value data, that does not conform to the syntax defined in this specificati
rfc6797#6.1#4f4c1ccc	MUST	The Strict-Transport-Security HTTP response header field (STS header field) indicates to a UA that it MUST enforce the HSTS Policy in regards to the host emitti
rfc6797#6.1#e2287ec6	MUST	If an STS header field contains directive(s) not recognized by the UA, the UA MUST ignore the unrecognized directives, and if the STS header field otherwise sat
rfc6797#6.1.1#d29e0b3c	MUST	The REQUIRED "max-age" directive specifies the number of seconds, after the reception of the STS header field, during which the UA regards the host (from whom t
